Data,Url
"IN THE CHANCERY COURT OF LAMAR COUNTY, MISSISSIPPI CAUSE NO. 21-pr-0181-SM   IN THE MATTER OF THE ESTATE  OF DANA BURRIS HENDRY, DECEASED  KELSEY LAND STEFFENS, PETITIONER  VS. THE UNKNOWN HEIRS OF DANA BURRIS HENDRY, DECEASED, AND ALL PERSONS OR ENTITIES CLAIMING ANY INTEREST IN THE ESTATE OF DANA BURRIS HENDRY,  DECEASED RESPONDENTS RULE 81 SUMMONS    THE STATE OF MISSISSIPPI   TO: The Unknown Heirs of  Dana Burris Hendry, Deceased,  And All Persons or Entities Claiming  Any InterestIn The Estate of  Dana Burris Hendry, Deceased   You have been made a Defendant in the suit filed in this Court by Kelsey Land Steffens, Petitioner, seeking to have the following persons established as the sole heirs at law of Dana Burris Hendry, Deceased:  George Thomas Hendry  Robert Logan Hall  Jordan Neil Hall    You are summoned to appear and defend against the petition filed against you in this action at 9:00 a.m. on the 8th day of December, 2022, in the courtroom of the Lamar County Chancery Court, Purvis, Mississippi, and in case of your failure to appear and defend a judgment will be entered against you for the relief demanded in the petition, thereby barring the claims of any other relatives of Dana Burris Hendry.  You are not required to file an answer or other pleading but you may do so if you desire.  Issued under my hand and the seal of said Court, this 26th day of October, 2022.   Jamie Aultman Chancery Clerk of Lamar County, Mississippi (SEAL)   By: /s/ Joy D. Baughman Deputy Clerk   11/02, 11/09, 11/16/2022",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/in-the-chancery-court-of-lamar-county-2022-11-02-hattiesburg-american-mississippi-e358ef
"IN THE CHANCERY COURT OF FORREST COUNTY, MISSISSIPPI  CASE NO.: 21-cv-00296-SM   JENNIFER DENISE KEITH  PLAINTIFF VERSUS  CLINT ASHLEY KEITH DEFENDANT  SUMMONS    THE STATE OF MISSISSIPPI   TO: CLINT ASHLEY KEITH, (Last known whereabouts, Purvis, Mississippi)   You have been made a Defendant in the suit filed in this Court by Jennifer Denise Keith, Plaintiff, seeking a divorce. Defendants other than you in this action are none.  You are required to mail or hand deliver a written response to the Complaint filed against you in this action to Maura D. McLaughlin, Attorney for the Plaintiff, whose Post Office Box address is Post Office Box 18138, Hattiesburg, MS 39404-8138 and whose street address is 14 98 Place Blvd., Hattiesburg, MS 39402.  YOUR RESPONSE MUST BE MAILED OR DELIVERED NOT LATTER THAN THIRTY DAYS AFTER THE 26th DAY OF OCTOBER 2022, WHICH IS THE DATE OF THE FIRST PUBLICATION OF THIS SUMMONS. IF YOUR RESPONSE IS NOT SO MAILED OR DELIVERED, A JUDGMENT BY DEFAULT WILL BE ENTERED AGAINST YOU FOR THE MONEY OR OTHER RELIEF DEMANDED IN THE COMPLAINT.  You must also file the original of your Response with the Clerk of this Court within a responsible time afterward.  Issued under my hand and the seal of said Court, this the 19th day of October, 2022  (SEAL) Lance C. Reid, Chancery Clerk,  Forrest County, Mississippi  Post Office Box 951  Hattiesburg, MS 39403   BY /s/ Sandra B. , D.C. Publish Dates: October 26, 2022,  November 02, 2022, November 09, 2022, and November 16. 2022",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/in-the-chancery-court-of-forrest-county-2022-11-02-hattiesburg-american-mississippi-7b774e
"NOTICE OF SALE Copper Safe Storage 603 Thornhill Dr., Hattiesburg, MS 39401 (601) 264-7731   Personal property consisting of furniture,  TV's, clothes, boxes, household goods  and other personal property used in  home, office or garage will be sold or  otherwise disposed of at public sales  on the dates &amp; times indicated below to  satisfy Owners Lien for rent &amp; fees due  in accordance with Mississippi Statutes: Title 85, Chapter 7, Article 7: Codes 85-7-121 through 85-7-129. All items or spaces may not be available for sale. Credit or debit cards ONLY for all purchases &amp; tax resale certificates required, if applicable. OWNER RETAINS THE RIGHT TO BID.  A03 Rainey, Karen D  A21 Lockhart, Clifford  B09 James, Ellicia  C09 Williams, Sean  C70 Scott, Stephen W  D02 Buse, Melissa Ann  Auction will be held at www.lockerfox.com and will end on or after 9:30 AM CST on 11/22/2022  11/2/2022",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/notice-of-sale-copper-safe-storage-603-2022-11-02-hattiesburg-american-mississippi-167909
"NOTICE TO BIDDERS   Sealed bids will be received in the Office of the Director of Procurement Services, The University of Southern Mississippi, 118 College Drive #5003, Bond Hall, Room 214, Hattiesburg, Mississippi, until Thursday, December 1, 2022, 2:00 p.m. for the purchase of the following:  RFP 23-08 Century Park North Generator Control Upgrade  RFx: 3160005533  Detailed specifications may be secured from the above office upon request or our website https://www.usm.edu/procurement-contract-services/current-bids-and-sole-source-notices.php   Right is hereby reserved to reject any or all bids.  Steve Ballew Director of Procurement and Contract Services The University of Southern Mississippi Nov. 2, 9, 2022",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/notice-to-bidders-sealed-bids-will-be-2022-11-02-hattiesburg-american-mississippi-92eb5f
"Said vehicles will be sold or disposed of on NOV 18 , 2022 at 8:00 am at A Pro Towing 1701 E. Hardy St., Hattiesburg, MS 39401 2012 CADILLAC CTS VIN# 1G6DE5E5XC0158888  2011 FORD MUSTANG VIN# 1ZVBP8AM1B5118811  2014 CHEVROLET SILVERADO 3GCUKREC9EG195487  2000 CHEVROLET SILVERADO VIN# 2GCEC19T1Y1239914 11/2 11/9/2022",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/said-vehicles-will-be-sold-or-disposed-2022-11-02-hattiesburg-american-mississippi-03c7c0
"The below described vehicles have been abandoned at Bell Towing &amp; Recovery, Pursuant to and in accordance with the Requirements and Provisions of section 85-7-251 on Abandoned Motor Vehicles that unless a claim is made, the vehicles will be sold or disposed of on November 03, 2022 at 8:00 a.m. at Bell Towing &amp; Recovery, located at 5244 Old Highway 42, Hattiesburg MS 39401  2002 Mercedes C320 VIN# WDBRF64JX2E003195 10/26, 11/02/22",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/the-below-described-vehicles-have-been-2022-11-02-hattiesburg-american-mississippi-e16717
"IN THE CHANCERY COURT OF LAMAR COUNTY, MISSISSIPPI  IN THE MATTER OF THE ESTATE OF JERRY J. HINES, DECEASED  CAUSE NO. 22-PR-0073-S SUMMONS BY PUBLICATION   To: ALL HEIRS AT LAW OF JERRY J. HINES, DECEASED  You are summoned to appear and defend against the Petition to Establish Heirs at Law filed in this action at 9:00 a.m. on the 29th day of November, 2022, in the courtroom at the courtroom at Perry County Chancery Courthouse at 103 S. Main St., New augusta, MS 39462, and in case of your failure to appear and defend, a judgment will be entered establishing the heirs at law of JERRY J. HINES, Deceased and granting all things requested in said Petition.  You are not required to file an answer or other pleading; however, you may do so if you desire.  Issues under my hand and seal of said Court this the 17th day of October, 2022.  JAMIE AULTMAN Lamar County Chancery Clerk  BY: /s/Joy Baughman (D.C.)  Margaret Holmes (MB#101014) THE HOLMES LAW FIRM 915 West Pine St. Hattiesburg, Mississippi 39401 (601) 450-4074 Fax: 601-450-4076 Oct. 26, Nov. 2, 9, 2022",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/in-the-chancery-court-of-lamar-county-2022-11-02-hattiesburg-american-mississippi-e358ef
"NOTICE TO BIDDERS BID NUMBER: 23-006   To All Prospective Bidders:  Reverse auction for Disposable Mask for Hattiesburg Public Schools. Reverse auction bidding will take place, 10:00 am - 10:20 am (CST) on Wednesday, November 16, 2022.   Vendors must be registered with Central Bidding in order to participate in the reverse auction. For any questions concerning the reverse auction process or how to register, please contact Central Bidding at 225-810-4814. Platform Agreement is not optional and is required in order to participate in this bidding event.   Questions about the auction can be directed to Central Bidding at (225) 810-4814 or support@centralbidding.com. Vendors must have the requested forms submitted to Central Bidding by November 11, 2022 at 5:00 pm (Central) to be able to participate.  Proposals submitted must comply with the specifications provided.   Specifications are on file at the Central Office. You may also receive a copy of the complete bid/proposal and instructions by email by contacting Edith Stallings at edith.stallings@hattiesburgpsd.com.   Hattiesburg Public Schools reserves the right to amend the specifications, as necessary, and agrees to notify all who have requested bid packets. The contract will be awarded to the lowest and/or best bidder. Hattiesburg Public Schools reserves the right to waive any and all informalities and to reject any and all bids.  /s/ Robert Williams Superintendent of Education 11/02, 11/09/2022",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/notice-to-bidders-bid-number-23-006-to-2022-11-02-hattiesburg-american-mississippi-336d5e
"NOTICE OF SUBSTITUTE TRUSTEE'S SALE  STATE OF MISSISSIPPI COUNTY OF FORREST  WHEREAS, default has occurred in the performance of the covenants, terms and conditions of a Deed of Trust dated February 12, 2004, executed by BOBBIE P. HERRING conveying certain real property therein described to JAMES D. JOHNSON, as Trustee, for FINANCIAL FREEDOM SENIOR FUNDING CORPORATION, Original Beneficiary, to secure the indebtedness therein described, as same appears of record in the office of the Chancery Clerk of Forrest County, Mississippi filed and recorded February 19, 2004, in Deed Book 1352, Page 296; and WHEREAS, the beneficial interest of said Deed of Trust was transferred and assigned to Bank of New York Mellon Trust Company, N.A. as Trustee for Mortgage Assets Management Series I Trust; and WHEREAS, Rubin Lublin, LLC has been appointed as Substitute Trustee; and  NOW, THEREFORE, the holder of said Deed of Trust, having requested the undersigned so to do, as Substitute Trustee or his duly appointed agent, by virtue of the power, duty and authority vested and imposed upon said Substitute Trustee shall, on November 30, 2022 within the lawful hours of sale between 11:00AM and 4:00PM at the northeast main entrance (back door) of the Paul B. Johnson, Jr., Chancery Building, located at 641 Main Street proceed to sell at public outcry to the highest and best bidder for cash or certified funds ONLY, the following described property situated in Forrest County, Mississippi, to wit:  LOTS SEVEN (7) AND EIGHT (8) IN BLOCK FOUR (4) OF MAGNOLIA PARK SUBDIVISION OF PETAL, MISSISSIPPI, AS PER MAP OR PLAT THEREOF ON FILE ON PAGE 17 OF PLAT BOOK 8 IN THE OFFICE OF THE CHANCERY CLERK OF SAID COUNTY AND STATE.  PROPERTY ADDRESS: The street address of the property is believed to be 102 NAPOLEON STREET, PETAL, MS 39465. In the event of any discrepancy between this street address and the legal description of the property, the legal description shall control.   Title to the above described property is believed to be good, but I will convey only such title as is vested in me as Substitute Trustee.   THIS LAW FIRM IS ATTEMPTING TO COLLECT A DEBT. ANY INFORMATION OBTAINED WILL BE USED FOR THAT PURPOSE.  Rubin Lublin, LLC 428 North Lamar Blvd, Suite 107 Oxford, MS 38655 rlselaw.com/property-listing Tel: (877) 813-0992 Fax: (470) 508-9401 Nov. 2, 9, 16, 23, 2022",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/notice-of-substitute-trustees-sale-state-2022-11-02-hattiesburg-american-mississippi-03c7c0
"The below described vehicles have been abandoned at, Abco Towing, pursuant to and in accordance with the requirements and provisions of section 63-23-1 through section 63-23-11 on abandoned motor vehicles that unless a claim is made, the vehicles will be sold or disposed of on 11-14-2022 at 8:00 A.M. at Abco Towing located at 5175 Old Hwy 42, Hattiesburg, MS 39401. Year: 2000 Make: ACURA Model: TL VIN: 19UUA5671YA051241 10/26, 11/2",https://www.hattiesburgamerican.com/public-notices/notice/11/02/2022/the-below-described-vehicles-have-been-2022-11-02-hattiesburg-american-mississippi-e16717
